fema_declaration_string,disaster_number,state,declaration_type,declaration_date,fy_declared,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,disaster_closeout_date,fips,place_code,designated_area,declaration_request_number,last_ia_filing_date,last_refresh,hash,id,county,county_ascii,county_full,state_name,lat,lng,population,total_risk,Minimum Elevation,Mean Elevation
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22001,99001,Acadia (Parish),5078,,2023-03-18T13:22:03Z,f82e5a514f24819b8bd766770362bcc45be866f7,e8628e5b-6c37-469f-abd5-39d6a4239269,Acadia,Acadia,Acadia Parish,Louisiana,30.2906,-92.412,57674.0,5,1,8.29319371728
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22003,99003,Allen (Parish),5078,,2023-03-18T13:22:03Z,977a79ea6021f0ee8621a4626a71dfa82016be33,5148ea65-760f-4c1a-9455-43de6d5e4e3f,Allen,Allen,Allen Parish,Louisiana,30.653,-92.828,22798.0,3,8,23.5970982143
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22005,99005,Ascension (Parish),5078,,2023-03-18T13:22:03Z,7b5420b6ecfcc8e297432afbff2230ea9d21d66b,801514c8-6045-48a4-96b4-aa24f495dc68,Ascension,Ascension,Ascension Parish,Louisiana,30.2036,-90.9113,126973.0,3,1,2.625574977
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22007,99007,Assumption (Parish),5078,,2023-03-18T13:22:03Z,96e31807b0737093df0da972f2c3260cfffd8a2b,40daccbb-2e72-4116-8182-054bfc060137,Assumption,Assumption,Assumption Parish,Louisiana,29.9024,-91.0608,21067.0,3,1,1.53255813953
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22009,99009,Avoyelles (Parish),5078,,2023-03-18T13:22:03Z,aa20e6459e5f6d95fa979d1b4308605392815616,5b95f5e8-f126-45c5-ad5b-3cff13ced628,Avoyelles,Avoyelles,Avoyelles Parish,Louisiana,31.0763,-92.0014,39529.0,5,3,14.1803870121
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22011,99011,Beauregard (Parish),5078,,2023-03-18T13:22:03Z,b272e70eebf7e19957c28b276de78ef52f21abbc,42d7768e-6cd9-4e80-bc77-eec70b5f8f54,Beauregard,Beauregard,Beauregard Parish,Louisiana,30.6486,-93.3432,36553.0,2,7,34.6474592755
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22013,99013,Bienville (Parish),5078,,2023-03-18T13:22:03Z,d629dbadc643ed86241bed4212b476743f6836fb,2de6081f-496f-47e8-80ac-c22efd69712c,Bienville,Bienville,Bienville Parish,Louisiana,32.3473,-93.0561,12958.0,2,36,73.3743994509
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22015,99015,Bossier (Parish),5078,,2023-03-18T13:22:03Z,4b4e40fa9c1588e771d10f8feea3ec7d59caac41,bbfee14f-d1cd-4f55-8cda-591471835f76,Bossier,Bossier,Bossier Parish,Louisiana,32.6784,-93.6049,128877.0,1,39,63.6019726376
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22017,99017,Caddo (Parish),5078,,2023-03-18T13:22:03Z,9d33282570ad51d19c74c7ea621bc520d08a806c,c1a5cd9e-ac15-49ce-8243-f6bd9bca9875,Caddo,Caddo,Caddo Parish,Louisiana,32.5806,-93.8823,236259.0,2,36,64.6666666667
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22019,99019,Calcasieu (Parish),5078,,2023-03-18T13:22:03Z,827ad9277f2e4b4d060507e7e2dd0d0637f81a35,f8062cef-4f27-407a-b6ca-786272a40a22,Calcasieu,Calcasieu,Calcasieu Parish,Louisiana,30.2293,-93.3581,210770.0,3,1,5.27128921698
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22021,99021,Caldwell (Parish),5078,,2023-03-18T13:22:03Z,9ac0b10e21ebc9833e8fe5b4fea3f711e07b67e7,8cbf963e-3c3c-4a7a-85ff-33d9096a79bd,Caldwell,Caldwell,Caldwell Parish,Louisiana,32.0925,-92.1166,9658.0,3,7,36.314344899
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22023,99023,Cameron (Parish),5078,,2023-03-18T13:22:03Z,3c0e43ad68719322f702c9093f85036c20230057,150f2468-9491-4eaa-bb78-985bbc08a6ce,Cameron,Cameron,Cameron Parish,Louisiana,29.8754,-93.1937,5447.0,0,0,1.018972615
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22025,99025,Catahoula (Parish),5078,,2023-03-18T13:22:03Z,c2d4b595e8f3f376bfedc99e49de0a1b50273dbb,d259a910-ff81-4fac-8ea9-26edc3d458c0,Catahoula,Catahoula,Catahoula Parish,Louisiana,31.6662,-91.847,8895.0,3,4,20.5482553823
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22027,99027,Claiborne (Parish),5078,,2023-03-18T13:22:03Z,13b31bbc9af3d6ec21400138c3396fa9e13cc039,2820fbe8-3a55-4f43-a79f-7d8df9cf5e8e,Claiborne,Claiborne,Claiborne Parish,Louisiana,32.8227,-92.9958,14203.0,5,30,80.6564638099
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22029,99029,Concordia (Parish),5078,,2023-03-18T13:22:03Z,c192f7b2583a343505060ba5201d55bcfcbd27ed,786912c5-a5ec-449d-802a-c9caa3d4f9cf,Concordia,Concordia,Concordia Parish,Louisiana,31.4459,-91.6401,18677.0,5,3,13.5509736541
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22031,99031,De Soto (Parish),5078,,2023-03-18T13:22:03Z,241e6606f8bc1d36f6ea85a58bf2987e50c7176f,e1d0296d-7676-4dfa-a33f-0597cf4933d5,De Soto,De Soto,De Soto Parish,Louisiana,32.0554,-93.7373,26821.0,5,36,73.089915704
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22033,99033,East Baton Rouge (Parish),5078,,2023-03-18T13:22:03Z,e98fd4a36e0eca2917a0651d745b3c46380a0b47,3774bc9d-9b9e-4f8d-a631-793e81a660ac,East Baton Rouge,East Baton Rouge,East Baton Rouge Parish,Louisiana,30.5383,-91.0956,454369.0,0,1,17.9220858896
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22035,99035,East Carroll (Parish),5078,,2023-03-18T13:22:03Z,68a491a66524c55e5644e5c21cca405cab0e4795,0dc599f5-e5b8-4f91-9ade-a7fa10ef395b,East Carroll,East Carroll,East Carroll Parish,Louisiana,32.7325,-91.235,7371.0,4,19,26.4879441624
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22037,99037,East Feliciana (Parish),5078,,2023-03-18T13:22:03Z,71e4db24d2c3b106da7f65c18768f7f3687290a0,575e63bf-4cdd-4233-860e-fe1f8edcab54,East Feliciana,East Feliciana,East Feliciana Parish,Louisiana,30.8451,-91.0455,19452.0,2,1,60.031466331
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22039,99039,Evangeline (Parish),5078,,2023-03-18T13:22:03Z,22b1e9eb0885bc24ad4e924cf6dd3002c2bcde00,4d789c9b-a65d-4161-96f9-e897f44a2ce1,Evangeline,Evangeline,Evangeline Parish,Louisiana,30.7289,-92.4059,32335.0,3,11,20.9918103448
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22041,99041,Franklin (Parish),5078,,2023-03-18T13:22:03Z,b1d41f0ae2b786f39dddf0adb01f3c4031b235df,293d6e5b-b124-4460-bff9-19b1da3cdaf6,Franklin,Franklin,Franklin Parish,Louisiana,32.1333,-91.6738,19752.0,1,12,20.1341248901
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22043,99043,Grant (Parish),5078,,2023-03-18T13:22:03Z,e3446bd06acda474df7d54eb0c8d743066bf29e1,71009ca6-cf75-4325-97d7-cca2d36e774d,Grant,Grant,Grant Parish,Louisiana,31.5997,-92.5595,22185.0,5,10,42.3691389599
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22045,99045,Iberia (Parish),5078,,2023-03-18T13:22:03Z,5e9bf406fbfeee94f0fbcde33eb442780405ae08,93b5cf94-d6c5-4899-86a3-73ff049457b1,Iberia,Iberia,Iberia Parish,Louisiana,29.8967,-91.7308,69958.0,5,0,1.99206349206
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22047,99047,Iberville (Parish),5078,,2023-03-18T13:22:03Z,a2fb3e7f33fbb8b463a6e9e83ebaf887c14b21d4,9dba6193-45bf-4e93-9406-9f29aa272b10,Iberville,Iberville,Iberville Parish,Louisiana,30.2586,-91.3495,30210.0,2,1,2.52629233512
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22049,99049,Jackson (Parish),5078,,2023-03-18T13:22:03Z,ef319f122860f84b2331e6b12715cc8db7ed3877,62fbedb9-66a5-4b01-a1b0-afd332d931f2,Jackson,Jackson,Jackson Parish,Louisiana,32.302,-92.5578,15093.0,5,36,70.1060157791
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22051,99051,Jefferson (Parish),5078,,2023-03-18T13:22:03Z,890827c740b8b2cc5880463c693018a6fd88f731,9f6e53b9-22dc-43c6-aad3-44af87fd7a5b,Jefferson,Jefferson,Jefferson Parish,Louisiana,29.7882,-90.1276,436171.0,5,0,1.13787085515
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22053,99053,Jefferson Davis (Parish),5078,,2023-03-18T13:22:03Z,b2502e222436b72825f4b268400f38a56a9e50df,1107a562-8efa-4230-8d8d-a8966c707674,Jefferson Davis,Jefferson Davis,Jefferson Davis Parish,Louisiana,30.2677,-92.8141,32277.0,1,1,6.70600951146
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22057,99057,Lafourche (Parish),5078,,2023-03-18T13:22:03Z,f2b1a39904c9fe1c9c00cddc47810d344760026c,f5327e58-6ef8-4506-80f6-36895ada0f40,Lafourche,Lafourche,Lafourche Parish,Louisiana,29.5662,-90.4256,97220.0,1,0,1.0784703253
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22059,99059,La Salle (Parish),5078,,2023-03-18T13:22:03Z,0ba34059783c058e33e0f393305ad0eadfec0534,f4105b3b-1b32-406e-afce-167984b4978f,LaSalle,LaSalle,LaSalle Parish,Louisiana,31.6769,-92.1605,14764.0,3,6,38.3065915004
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22061,99061,Lincoln (Parish),5078,,2023-03-18T13:22:03Z,5d4e3da80064afda7672f13921cd3e905ad1a6b6,a391d361-d33a-46fa-99f3-c090b4d16344,Lincoln,Lincoln,Lincoln Parish,Louisiana,32.6016,-92.6649,48323.0,3,24,69.8618266979
EM-3212-LA,3212,LA,EM,2005-08-27T00:00:00Z,2005,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26T00:00:00Z,2005-11-01T00:00:00Z,2010-09-22T00:00:00Z,22063,99063,Livingston (Parish),5078,,2023-03-18T13:22:03Z,16ccc194c0e89feadeba13bcfedb1dd86ef4ca35,dbbdb591-2ba2-4a8a-b76f-8838714204f3,Livingston,Livingston,Livingston Parish,Louisiana,30.4401,-90.7279,143425.0,4,1,9.81947346427
